0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-205.0885772705078,138.67872619628906,-18.43967056274414,27.475791931152344,-10.126503944396973,2.6080868244171143,-14.520509719848633,-7.967076778411865,-11.2892427444458,-5.705174446105957,-9.277644157409668,-4.599908828735352,-8.202689170837402,-9.363167762756348,-6.193170070648193,-4.1657257080078125,-6.603656768798828,-0.28006595373153687,-5.223809242248535,-1.9297658205032349,neutral
-120.30371164777745,61.71062345852998,16.988204119624797,6.124201930545595,-0.021466310522168006,-3.140330589264438,-8.154172416226547,-9.907218640728455,-8.691806682695855,-7.501469821934153,-6.2101183761938845,-5.777174199097672,-7.310456781909137,-8.528597405705844,-5.943319189034782,-4.9751624517138,-4.323688069090983,-2.6683971575291467,-3.649722422921204,-2.309810145172192,neutral
-288.0184020996094,110.66382598876953,-17.157217025756836,19.948244094848633,-2.231656789779663,16.454002380371094,-9.407827377319336,-2.2566912174224854,-6.9961256980896,-0.8440338373184204,-6.168116092681885,-4.52800989151001,-7.12963342666626,-4.9118804931640625,-0.520776093006134,6.153393745422363,-0.6661698818206787,-0.8143584728240967,-3.169309377670288,-2.9574668407440186,surprise
-157.06511765813448,30.075899258960728,1.9596182054476767,4.149054657860003,0.4665935539161496,2.043372100692631,-2.4073540865318006,-3.9101055980939825,-3.544199317676809,-1.5855185576850053,-3.056670295494561,-4.2872220526083895,-4.506906117514018,-4.702721861313861,-0.8078852376032191,2.278896691656113,0.15352331185220439,-1.6106584357846399,-1.3450186310277774,-1.4661769969453549,surprise
-243.083984375,104.0544662475586,-4.351140022277832,24.859315872192383,-0.5146528482437134,15.461697578430176,-15.26037311553955,-3.3464365005493164,-16.590932846069336,-5.619646072387695,-5.879707336425781,-5.347295761108398,-9.824392318725586,-5.296606540679932,2.0949740409851074,1.8933801651000977,-7.839593410491943,-4.123871326446533,-2.5671772956848145,-4.825096607208252,joy
-154.82609489437132,46.72132357721394,8.475584643586851,10.362679854340897,3.756656839771813,5.497164238582224,-7.205492520783205,-6.296475450986545,-10.203126525641277,-6.3352550340403635,-4.645050694687479,-5.462729199715358,-6.790144605372711,-5.425736944907552,1.1248317757014688,-0.3488319501754886,-6.2002297436253455,-3.789072997303768,-1.4995119806620532,-4.070126048552926,joy
-213.27102661132812,95.73678588867188,7.619668483734131,23.649120330810547,0.4849023222923279,18.935047149658203,-13.599221229553223,4.339206695556641,-8.175442695617676,-8.130220413208008,-17.543495178222656,-0.6755953431129456,-11.093762397766113,-13.945497512817383,-9.348060607910156,-4.58441162109375,-8.890192985534668,-3.279702663421631,-10.97066879272461,-3.3170528411865234,anger
-148.47367466001688,50.06481582505757,14.594308016820568,15.106726352822344,5.212873754282162,12.124479989282577,-5.417107775602791,-0.6227831792460538,-5.244332187926461,-10.09235618809734,-12.54801092820717,-4.5388329796889995,-8.277357835384167,-14.892222587309803,-8.566108547867895,-6.279058932922249,-6.408639942463953,-5.040428682577406,-8.622809652501138,-3.838311843471549,anger
-146.44277954101562,80.67608642578125,-33.84935760498047,22.560094833374023,-28.10972785949707,7.055622577667236,-19.886838912963867,0.2600773572921753,-17.530900955200195,-0.13451579213142395,-10.443695068359375,-2.0340147018432617,-4.324686527252197,-10.468234062194824,-12.491127014160156,3.7540388107299805,-7.108210563659668,-11.521228790283203,-3.2951667308807373,-3.3288257122039795,disgust
-114.57613039449672,51.64886986542197,-13.930613182312378,9.053723993940904,-15.866207813648334,-2.7439202142663723,-11.95813851675717,-6.664716335988525,-10.735225977909941,-5.262151361923246,-5.980613838589504,-4.978976618038677,-2.0247050096168815,-11.739796386900792,-9.062487893004594,1.087084585522049,-5.498932589669054,-11.115274140066557,-2.433674447131398,-4.409486305615359,disgust
-359.5407409667969,86.64429473876953,23.827125549316406,16.68602752685547,-1.220086932182312,13.217219352722168,-5.193107604980469,7.9422736167907715,-5.9816694259643555,1.4172865152359009,-0.28953391313552856,1.3306950330734253,-6.327168941497803,-3.9696590900421143,-1.7543113231658936,-5.824601650238037,-6.07818078994751,-2.3217759132385254,-3.8783512115478516,-5.3063154220581055,neutral
-311.4578556375118,53.11569139462232,23.5726315470931,17.846774653216514,0.2194843358583261,8.526755479126354,-2.7524956893981276,6.625445896017793,-3.283925865639674,-0.12442447373302967,-0.34565804371377024,0.6996568051937223,-5.542821783388152,-4.266041167659429,-2.3587084376459164,-5.704163336419414,-5.008829055622055,-2.7141901466211587,-4.23601071889019,-5.30746386947169,neutral
-335.08917236328125,125.35303497314453,30.21832275390625,22.667715072631836,4.147567272186279,16.607267379760742,14.597137451171875,14.507577896118164,3.993173122406006,8.670473098754883,2.8612513542175293,10.340240478515625,1.3675075769424438,4.189240455627441,1.6596696376800537,-2.5696656703948975,-0.46240705251693726,-3.498598098754883,0.8822693228721619,0.24049872159957886,surprise
-242.04282945729418,66.509335350231,28.40155290218889,17.509058612812524,8.65075983274605,13.448661168381648,14.597884130965744,12.5159388335783,7.730698500781108,6.03544318588679,3.4191807789234883,6.801243365431685,4.037996755086366,2.9730135382447833,1.4350544392369948,-1.4741804274715284,-0.4894326146198535,-2.427747062505651,-0.3834951456515139,0.21668385121249936,surprise
-356.4456787109375,124.43524169921875,33.91289520263672,17.02593421936035,13.292975425720215,27.83295440673828,13.399321556091309,7.683640956878662,4.1309356689453125,8.817728996276855,4.092703819274902,3.219208002090454,-2.3884668350219727,3.138373613357544,4.066237449645996,-0.8080840706825256,-2.1072661876678467,0.7260648608207703,0.039098091423511505,2.9199955463409424,surprise
-229.08561291160015,47.13630705054161,24.550000134141882,19.336065669623903,12.606439273249366,19.578564166311022,12.869704266734152,9.03711629860408,7.557160205184448,7.100119325190015,4.505140707651646,2.397481126333343,-0.5330304564276164,1.6237906599883896,3.0430177348525778,-0.6117153195575363,0.16910868525470565,0.24929898183635382,0.6629558198605573,1.7238174563866957,surprise
-202.966064453125,106.8438720703125,-28.35463523864746,13.659404754638672,-20.95793342590332,1.8051363229751587,-32.572715759277344,-8.288287162780762,-23.356834411621094,-13.282807350158691,-10.06918716430664,-16.918981552124023,-15.66721248626709,-8.310754776000977,-5.6896514892578125,-0.8242180943489075,-4.539097785949707,-7.085250377655029,-6.6523003578186035,-7.647984504699707,joy
-190.06673247241747,93.95849228651316,-19.741165574711303,8.936364661560457,-15.838367596111864,-1.5583505001335038,-28.193284643364137,-10.48328712629309,-20.666272859333766,-13.943178101087096,-8.505693342870389,-16.82100834770338,-14.328408583462242,-8.274753007850224,-4.605128185103393,-0.5881754783844039,-3.3766672722473694,-6.997459358523789,-5.8215078405793355,-7.211695671331583,joy
